date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:52	30191/30191	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:12%20GMT	https://hanoitourist.vn/tour-quang-ninh	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-quang-ninh.html	(from https://hanoitourist.vn/)
13:29:53	30010/30010	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:13%20GMT	https://hanoitourist.vn/tour-sa-pa	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-sa-pa.html	(from https://hanoitourist.vn/)
13:29:53	38873/38873	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:13%20GMT	https://hanoitourist.vn/mien-trung	D:/FPOLY/cloneWebTour/hanoitourist.vn/mien-trung.html	(from https://hanoitourist.vn/)
13:29:54	34415/34415	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:14%20GMT	https://hanoitourist.vn/du-lich-da-nang	D:/FPOLY/cloneWebTour/hanoitourist.vn/du-lich-da-nang.html	(from https://hanoitourist.vn/)
13:29:54	29933/29933	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:14%20GMT	https://hanoitourist.vn/tour-hue	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-hue.html	(from https://hanoitourist.vn/)
13:29:55	30417/30417	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:15%20GMT	https://hanoitourist.vn/du-lich-quy-nhon	D:/FPOLY/cloneWebTour/hanoitourist.vn/du-lich-quy-nhon.html	(from https://hanoitourist.vn/)
13:29:55	32460/32460	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:15%20GMT	https://hanoitourist.vn/du-lich-nha-trang	D:/FPOLY/cloneWebTour/hanoitourist.vn/du-lich-nha-trang.html	(from https://hanoitourist.vn/)
13:29:56	34781/34781	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:16%20GMT	https://hanoitourist.vn/du-lich-da-lat	D:/FPOLY/cloneWebTour/hanoitourist.vn/du-lich-da-lat.html	(from https://hanoitourist.vn/)
13:29:56	32671/32671	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:16%20GMT	https://hanoitourist.vn/tour-tay-nguyen	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-tay-nguyen.html	(from https://hanoitourist.vn/)
13:29:57	31540/31540	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:17%20GMT	https://hanoitourist.vn/mien-nam	D:/FPOLY/cloneWebTour/hanoitourist.vn/mien-nam.html	(from https://hanoitourist.vn/)
13:29:57	32925/32925	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:17%20GMT	https://hanoitourist.vn/tour-phu-quoc	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-phu-quoc.html	(from https://hanoitourist.vn/)
13:29:58	30063/30063	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:18%20GMT	https://hanoitourist.vn/tour-can-tho	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-can-tho.html	(from https://hanoitourist.vn/)
13:29:58	29990/29990	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:18%20GMT	https://hanoitourist.vn/tour-tp-ho-chi-minh	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-tp-ho-chi-minh.html	(from https://hanoitourist.vn/)
13:29:59	67353/67353	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:19%20GMT	https://hanoitourist.vn/tour-nuoc-ngoai	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-nuoc-ngoai.html	(from https://hanoitourist.vn/)
13:30:00	48895/48895	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:19%20GMT	https://hanoitourist.vn/chau	D:/FPOLY/cloneWebTour/hanoitourist.vn/chau.html	(from https://hanoitourist.vn/)
13:30:00	45677/45677	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:20%20GMT	https://hanoitourist.vn/tour-han-quoc	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-han-quoc.html	(from https://hanoitourist.vn/)
13:30:01	42238/42238	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:20%20GMT	https://hanoitourist.vn/tour-nhat-ban	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-nhat-ban.html	(from https://hanoitourist.vn/)
13:30:01	39896/39896	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:21%20GMT	https://hanoitourist.vn/tour-trung-quoc	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-trung-quoc.html	(from https://hanoitourist.vn/)
13:30:02	36208/36208	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:22%20GMT	https://hanoitourist.vn/tour-singapore	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-singapore.html	(from https://hanoitourist.vn/)
13:30:02	48830/48830	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:22%20GMT	https://hanoitourist.vn/tour-thai-lan	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-thai-lan.html	(from https://hanoitourist.vn/)
13:30:03	32446/32446	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:23%20GMT	https://hanoitourist.vn/tour-dubai	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-dubai.html	(from https://hanoitourist.vn/)
